playerNr,groupNr,subjectNr,groupNrStart,currentGroupSize,period,onPage,connected,tStart,lastActionTime,ipaddress,ipaddress_part,location,waitMore,lobbyReady,enterLobby,role,wait_248374ready,wait_248375ready,wait_248376ready,wait_248377ready,wait_248378ready,wait_248379ready,wait_248380ready,wait_248381ready,wait_248382ready,wait_248383ready,wait_248384ready,wait_248385ready,wait_248386ready,wait_248388ready,wait_248389ready,wait_248390ready,wait_248391ready,wait_248392ready,wait_248393ready,wait_248394ready,wait_248395ready,wait_248396ready,wait_248397ready,wait_248398ready,wait_248399ready,wait_248400ready,wait_248401ready,wait_248402ready,wait_248403ready,wait_248404ready,wait_248405ready,wait_248406ready,wait_248520ready,wait_lastInPeriod,periodReady,leftExperiment,experimentTerminated,groupAborted
195,0,0,0,0,20,Collect payment,0,1604094841,1604094859,6763a7203a4989ecb8b1c571fabe7256,173.62.161,39.854#-75.7044,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
196,0,0,0,0,20,Collect payment,0,1604097638,1604097684,560bc5c68bd2eb28851f12aa771d319a,108.214.72,36.1915#-84.0544,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
197,0,0,0,0,20,Collect payment,0,1604096673,1604096690,fbea0baa45088bf658a325c1de62967a,97.112.239,31.3322#-85.6022,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
198,0,0,0,0,20,Collect payment,0,1604095348,1604095476,7281a5ff0dfe1e694e3c4a7859f81e13,184.83.121,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
199,0,0,0,0,0,NA,NA,0,0,30ca402844eac725a9177f5f29bf6e16,71.236.236,45.4111#-122.6871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0,0,0,0,20,Collect payment,0,1604096019,1604096035,b1f51a9fb288a3440756f2887c806b63,24.91.180.,42.0681#-72.6256,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
201,0,0,0,0,20,Collect payment,0,1604096490,1604097512,fa41977fbdb4e75ae9780f5e94b18caf,71.195.36.,44.9926#-92.9537,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
202,0,0,0,0,20,Collect payment,0,1604097855,1604097873,d17792b46815730c7da66aedcb312f02,196.17.66.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
203,0,0,0,0,20,Collect payment,0,1604097779,1604097797,aec63c68a52126376540aa4158768d9a,71.50.53.1,39.7818#-77.747,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
204,0,0,0,0,20,Collect payment,0,1604098099,1604098127,57c82bd2c40e0d1437bf6c9acccf7f91,24.89.26.5,39.6343#-77.7337,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
205,0,0,0,0,20,Collect payment,0,1604098718,1604100055,c0b08f5ebc887db4104c8e699a63e891,73.135.76.,38.9034#-76.9882,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
206,0,0,0,0,1,Welcome,NA,1604098471,0,c75697d440838cc4c80259beba19c49f,142.196.24,28.6529#-81.2106,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
207,0,0,0,0,20,Collect payment,0,1604100385,1604100413,dbe9644e3e60ab905679906d7a11fa01,23.252.188,37.978#-83.4675,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
208,0,0,0,0,20,Collect payment,0,1604099841,1604099910,87194b7d8e965e109953ca3d5e63d756,96.33.153.,30.443#-90.4386,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
209,0,0,0,0,20,Collect payment,0,1604100959,1604101013,0bfa91f87bba6bb9108fb0dfb17e6374,152.208.53,40.3404#-76.7882,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
210,0,0,0,0,1,Instructions 4,0,1604100271,1604100308,eed27eb2a15833877d3d9c8059a60b2e,76.218.197,33.7697#-117.8906,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
211,0,0,0,0,20,Collect payment,0,1604101054,1604101069,62b8b8ca13f1aa8836b9b7af7955c42b,23.126.78.,37.2117#-93.299,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
212,0,0,0,0,20,Collect payment,0,1604101361,1604101401,db7cb5f56cd9cd5d04b860908ed41f44,160.19.3.2,37.3475#-77.3386,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
213,0,0,0,0,20,Collect payment,0,1604102986,1604103008,5c8cf7f22d137702544497d1ecfa860f,73.189.103,37.4775#-122.4505,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
214,0,0,0,0,1,Welcome,0,1604101504,1604101686,322712c10c327f7f73b35631afb17eca,47.203.93.,28.3022#-82.6264,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
215,0,0,0,0,20,Collect payment,0,1604102471,1604102487,724d3ca05c02aec1190ed4cfdb26c86a,173.24.128,44.7098#-93.4129,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
216,0,0,0,0,20,Collect payment,NA,1604105897,1604105958,b63a24eefd620b4ebe9b560c291321dd,97.81.175.,36.2178#-85.5423,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
217,0,0,0,0,20,Collect payment,NA,1604104380,1604104405,7bf7f2cee6b342cbaf4f178f0a4e4629,174.238.18,33.4656#-111.9956,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
218,0,0,0,0,20,Collect payment,NA,1604104964,1604105016,6479a4e3439d2aede84527f69f5a7b41,74.78.17.1,46.6828#-68.0169,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
219,0,0,0,0,20,Collect payment,NA,1604104435,1604104450,56007f264b6542e22d6a18978e1f902d,73.150.149,40.6947#-74.2688,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
220,0,0,0,0,20,Collect payment,NA,1604104947,1604104968,1df84fb8270283b561ab04e015f3561d,73.44.147.,41.6984#-88.0825,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
221,0,0,0,0,20,Collect payment,NA,1604104992,1604105013,3747bbfa3ca1943146d5a52f4a136d8c,98.144.145,42.7256#-87.8588,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
222,0,0,0,0,1,Quiz,NA,1604105537,1604105547,f9f77e80183d413444c0683fe42fd8ed,98.245.37.,39.7321#-104.9555,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
223,0,0,0,0,20,Collect payment,NA,1604106012,1604106040,c744b1809f648b501d9e806ffef19173,24.185.179,40.7588#-73.5661,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
224,0,0,0,0,20,Collect payment,NA,1604107146,1604107197,5227473327334acd8cf33ff2b8607a68,23.252.150,43.1479#-93.0002,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
225,0,0,0,0,20,Collect payment,NA,1604107442,1604107455,99b591ddf154086faf73eab95327d6ca,108.34.21.,42.9767#-78.7959,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
226,0,0,0,0,20,Collect payment,NA,1604106945,1604106967,ac8de20ff7efa58af448139e792434ff,73.84.122.,25.8906#-80.1784,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
227,0,0,0,0,20,Collect payment,NA,1604107505,1604107547,394b20a23e2b7203ca165759987ed7cc,75.73.55.1,44.9015#-93.3719,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
228,0,0,0,0,1,practicee2,NA,1604107065,1604107268,26e160a06e2edaf7e35fc2859dd716ed,107.77.173,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
229,0,0,0,0,20,Collect payment,NA,1604107640,1604107667,90ab473811f00b4e09c990fdf8fa7c91,98.118.137,42.7368#-78.8358,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
230,0,0,0,0,20,Collect payment,NA,1604108434,1604108478,25e102376a9aefa732d9f6bad3ed336d,71.81.52.8,30.4191#-90.056,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
231,0,0,0,0,20,Collect payment,NA,1604110506,1604110714,5198acfc96e7e5b53485602c9db1af27,68.102.55.,37.7007#-97.4383,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
232,0,0,0,0,20,Collect payment,NA,1604110070,1604110098,8f05f1507bcb6c9c499af6bff71e8ebc,67.218.213,35.8597#-82.7105,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
233,0,0,0,0,20,Collect payment,NA,1604109583,1604109607,24235ec2e225c976a089646c64f722bb,107.5.153.,43.0101#-85.7593,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
234,0,0,0,0,20,Collect payment,NA,1604109691,1604110096,da21cf8188bb1af5bffd60c61a201869,173.23.127,37.168#-93.3039,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
235,0,0,0,0,20,Collect payment,NA,1604111372,1604111403,15dfc8b887eef77811e797967732f760,71.91.144.,30.5178#-92.0878,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
236,0,0,0,0,1,practicee1,NA,1604111666,1604111684,b8065270cb3e19f33f2e5fa8f9481b06,75.67.226.,42.8637#-71.5132,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
237,0,0,0,0,20,Collect payment,NA,1604113009,1604113042,773e5b0131d67626c88c53f2972c585f,67.167.147,42.9133#-85.8145,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
238,0,0,0,0,20,Collect payment,NA,1604113398,1604113428,88d5f7344cee9274810dd19e2e3305bd,24.127.157,42.6449#-83.4036,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
239,0,0,0,0,1,Instructions 3,NA,1604114216,1604114232,f0f7b3eea2eb0fc50a8405c707a01dff,173.77.239,40.7428#-73.9712,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
240,0,0,0,0,1,Welcome,NA,1604114400,1604114453,280df1d56c2b41ad7b0e1df957f7dbd6,196.17.66.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
241,0,0,0,0,20,Collect payment,NA,1604115843,1604121225,3e0647d2079b3502c339153b566354ca,157.49.236,12.9721#77.5933,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
242,0,0,0,0,20,Collect payment,NA,1604115909,1604115931,3118f3c3b6705e4404a6c22c2cdfce9d,104.231.12,41.6325#-81.4034,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
243,0,0,0,0,20,Collect payment,NA,1604116937,1604116977,49c2f2704e456a6755c3c976a801265c,70.19.66.1,40.7961#-73.9513,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
244,0,0,0,0,20,Collect payment,NA,1604119581,1604119612,bbdb0e5617b54fed8e42990d442c8f7e,47.35.42.1,35.1661#-120.4651,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
245,0,0,0,0,20,Collect payment,NA,1604119683,1604119711,768e118bc214fabd8385a7f03a4c64b5,108.77.159,33.5815#-85.0803,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
246,0,0,0,0,1,practicee2,NA,1604143046,1604143084,691c42c631bd6887ba0739d2a8a3a40b,108.252.18,38.5753#-90.2651,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
247,0,0,0,0,20,Demographics,NA,1604150660,1604151351,ad111f7ba5b6cb8bbe7ca73cb19ab6ce,172.93.166,33.7553#-84.3886,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
248,0,0,0,0,1,Welcome,NA,1604171640,1604171651,de46ada5d5e95de090e6baaa34dda790,65.155.30.,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
249,0,0,0,0,20,Collect payment,NA,1604350410,1604350423,ac8d8ce25eb6eb54323078fb3766678a,70.94.46.1,39.249#-94.4232,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
250,0,0,0,0,2,e2,NA,1604351058,1604351060,9a25abb1e8c8a93f0d28ca1065847da8,40.142.166,31.1823#-83.7641,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
251,0,0,0,0,1,Instructions 2,NA,1604352336,1604352340,8da2fa79bdb7c76e222189762cccef3c,50.81.148.,30.2984#-89.4625,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
252,0,0,0,0,20,Collect payment,NA,1604353611,1604353636,78c85cd08aeb715d2420460f90bfd8eb,173.175.16,31.7775#-106.4903,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
253,0,0,0,0,20,Collect payment,NA,1604354661,1604354685,1c13930eb6f5d01dd43d1e9a7c4711cc,100.12.194,40.7465#-73.909,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
254,0,0,0,0,20,Collect payment,NA,1604353855,1604353871,2c5a6f84d24571a05b25e435626b6496,98.204.255,39.6249#-75.8351,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
255,0,0,0,0,20,Collect payment,NA,1604353981,1604353994,a459c06c173689d04641f686f5b95577,76.22.5.23,48.799#-122.4499,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
256,0,0,0,0,20,Collect payment,NA,1604357934,1604357959,93fa4c3ba4b1ecb987f8d8e4e15233f8,96.61.98.1,37.4871#-80.1704,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
257,0,0,0,0,20,Collect payment,NA,1604359019,1604359092,166f66732dd4214589425767145c6662,73.136.7.1,29.6915#-95.0474,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
258,0,0,0,0,20,Collect payment,NA,1604358693,1604358706,0a559b3fc02cd5d8192ff8afb0df6896,66.91.75.2,21.4535#-158.0193,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
259,0,0,0,0,20,Collect payment,NA,1604361969,1604361990,95329a621879a7c31ce430331e1e4c08,98.210.231,37.8938#-122.5303,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
260,0,0,0,0,20,Collect payment,NA,1604362568,1604362589,5b176e7d55bde8554c6897c04dbd2952,73.102.188,39.8685#-85.969,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
